,subject_id,block,pixl_dist1,pixl_sd1,seqfoil1,rep1,rep_num1,speed1,sspa1
0,65d6026605310835876ce7ce,1,16.955,10.374, seq, False,0,2.0,91.667
1,610106638465b318b18a9ce0,1,28.773,14.98, seq, False,0,2.0,91.667
2,65d563ecf8df20ade2f17888,1,29.86,21.977, seq, False,0,2.012,83.333
3,610ec31b33de16c5167f3062,1,44.48,46.037, seq, False,0,2.012,83.333
4,656f7fba85a23ce8c05f5e01,1,12.075,11.404, foil, False,0,1.989,100.0
5,5d08f7e3c97bc4001a7ea90b,1,19.617,16.589, seq, False,0,1.989,100.0
6,628d78a2ccf4a41f24c2d2d8,1,17.55,11.93, seq, False,0,1.989,100.0
7,60fd3245706969157168ad50,1,9.575,7.856, seq, False,0,1.989,100.0
8,661f49c6c26a5d5790f3fb3e,1,64.075,56.7, foil, False,0,2.023,33.333
9,60123ea20d30e72686a0074b,1,27.092,11.782, seq, False,0,1.989,100.0
10,58460095a7722e0001305499,1,12.118,11.593, seq, False,0,2.0,91.667
11,5fe4e6bf8bcb1f2bd103d1c7,1,13.908,9.708, seq, False,0,1.989,100.0
12,660b85fc839d009dd2c9b61a,1,17.191,13.044, seq, False,0,2.0,91.667
13,65c110fbee035adfc6c92bc5,1,47.14,20.911, seq, False,0,2.012,83.333
14,63e51e528df11f83a1aacab8,1,79.717,26.537, seq, False,0,1.989,100.0
15,65298aca34ac384b783169d4,1,24.408,15.593, seq, False,0,1.989,100.0
16,6635271e3e33851d3a9a7bed,1,28.422,17.168, seq, False,0,2.012,75.0
17,5efd018b8c837e13097c0cbf,1,9.767,6.155, seq, False,0,1.989,100.0
18,60fdd254a027bbf8cee60bf0,1,25.083,15.501, seq, False,0,2.0,50.0
19,62828045bb88107013fe7d54,1,30.667,36.114, seq, False,0,1.989,100.0
20,5f0ec8be70489322b9cb26f1,1,45.164,32.946, foil, False,0,2.0,91.667
21,650cc245b36612c74dcce501,1,25.817,26.346, seq, False,0,1.989,100.0
22,65fdbf50fb3ca2a86de44998,1,22.083,13.816, seq, False,0,1.989,100.0
23,5d4f5ba3cafff0001b4426b3,1,19.391,18.768, seq, False,0,2.0,91.667
24,62fc6762d2d8e46c4e75b469,1,15.842,9.719, seq, False,0,1.989,100.0
25,6168b61ad8c0d63b37a92109,1,14.858,7.068, seq, False,0,1.989,100.0
26,5a6eac90d5d4cb0001d6815a,1,21.325,20.064, foil, False,0,1.989,100.0
27,6632baca722ad82b9522bfcb,1,16.708,14.133, seq, False,0,1.989,100.0
28,663bd182cd0581b39123c31e,1,19.167,14.221, foil, False,0,1.989,100.0
29,63e52ae1972fba93f88c63d2,1,12.783,7.334, seq, False,0,1.989,100.0
30,6384ec504af00dd4483f521e,1,18.964,12.792, foil, False,0,2.0,91.667
31,65c11e68379ff4faa4eba6d9,1,24.625,38.861, seq, False,0,1.989,100.0
32,610049da8150fc6d3e6d6edc,1,32.892,10.708, foil, False,0,1.989,100.0
33,61187c7698dcd8dbdb9cf71b,1,12.518,6.929, foil, False,0,2.0,91.667
34,5f81fc9446ee002f681ea5e3,1,26.2,15.392, foil, False,0,2.0,91.667
35,5c005838232b6c0001221acf,1,16.975,10.71, seq, False,0,1.989,100.0
36,62d488043c7590e53ee7683f,1,39.827,30.358, foil, False,0,2.0,91.667
37,606f3058977e247974d43fc2,1,24.542,22.352, seq, False,0,1.989,100.0
38,66213d708da7fb804d990fd9,1,19.245,10.089, seq, False,0,2.0,91.667
39,60cef7be32400c5dd5a5a10f,1,25.275,15.686, seq, False,0,2.012,66.667
40,650afc00d748aa554ebde221,1,31.242,24.005, seq, False,0,1.989,100.0
41,5e566d19df03b701e6278872,1,12.791,6.483, seq, False,0,2.0,91.667
42,663c30838dca3f4b3decdd98,1,21.391,22.269, seq, False,0,2.0,91.667
43,66438bd9fb5f98e37d2c8539,1,25.182,13.349, seq, False,0,2.023,91.667
44,5ed7fe668550fa2f546bebfb,1,29.825,17.708, seq, False,0,1.989,100.0
45,53987712fdf99b68e3a45021,1,36.508,17.681, seq, False,0,1.989,100.0
46,663d676f4613048ac1916477,1,21.067,14.261, seq, False,0,1.989,100.0
47,5bbc1048fc482300014b0e9e,1,16.683,10.494, seq, False,0,1.989,100.0
48,6104d73b7cdac0a47a905f0d,1,19.836,17.949, foil, False,0,2.0,91.667
49,65e686420ea25196de9139d5,1,43.7,21.808, foil, False,0,1.989,100.0
50,63e2e62c8158920782631eef,1,56.436,21.369, seq, False,0,2.0,91.667
51,66295b48e3ab8db70b60b387,1,61.991,21.818, seq, False,0,2.0,91.667
52,5c819d075497fe0016a64c7e,1,64.53,38.999, seq, False,0,2.035,83.333
53,636598a7a571403968d03bf2,1,59.842,37.319, seq, False,0,1.989,100.0
54,65707e9db593e1e6c2e7b416,1,40.042,15.909, seq, False,0,1.989,100.0
55,61735e55ab7dfe9f9e48cb87,1,8.508,4.041, seq, False,0,1.989,100.0
56,65cbdbc2d854fbc1b6c701e6,1,24.325,16.233, seq, False,0,1.989,100.0
57,662db989de4b2d2e14a91111,1,25.391,34.602, seq, False,0,2.0,91.667
58,5f515135ee76123824f013a0,1,21.4,19.678, seq, False,0,2.012,75.0
59,65c138380d9f69bff3c1598b,1,22.355,23.201, seq, False,0,2.0,91.667
60,664921b8a4c8fcf533571f7a,1,27.527,35.797, seq, False,0,2.0,91.667
61,6564b279c75a09e2e42f9550,1,31.5,31.548, foil, False,0,2.0,91.667
62,62c9024c3181d7800e31a759,1,18.163,17.607, foil, False,0,2.012,66.667
63,6647c4c19f0c2b24d6411dbb,1,49.67,23.076, foil, False,0,2.012,83.333
64,65d3958a8a5c879c9f684b9d,1,12.533,10.678, foil, False,0,1.989,100.0
65,5ec06f59c4ceb1481f225bbd,1,53.473,24.71, foil, False,0,2.0,91.667
66,627b5aecd9b0673d05d2de9c,1,8.017,6.35, seq, False,0,1.989,100.0
67,610453aa4fc6ac47f96ddeea,1,10.0,0.0, seq, False,0,2.012,8.333
68,63e5bbe4aa8fac2e51d4fe5c,1,21.95,15.426, foil, False,0,1.989,100.0
69,5d268981c22768000166c7c7,1,29.192,13.27, seq, False,0,1.989,100.0
70,5be4c8d0d4079000014c0998,1,59.2,19.037, seq, False,0,1.989,100.0
71,62f406ea9d51a0dd13658afd,1,14.767,9.482, seq, False,0,1.989,100.0
72,6646310f95427e27d874414b,1,18.683,15.716, seq, False,0,1.989,100.0
73,663c37d4a162d42f23f11962,1,34.92,20.922, foil, False,0,2.012,83.333
74,662f21f00be51257edfb1ddb,1,25.133,15.161, seq, False,0,1.989,100.0
75,6646c398346d757befa4da92,1,65.767,29.279, seq, False,0,2.012,50.0
76,5e0814cf271305166c3411b2,1,44.011,27.338, seq, False,0,2.012,75.0
77,651061eb308bdedb93bfa665,1,38.233,15.955, seq, False,0,1.989,100.0
78,6643bcb28688adcbd2b753a4,1,13.49,7.674, seq, False,0,2.012,83.333
79,664e490f1e28e1032140987b,1,23.427,36.003, seq, False,0,2.0,91.667
80,664e4f2f3784a7da5171bd87,1,10.492,7.066, seq, False,0,1.989,100.0
81,604b268c129561a99989843b,1,18.392,11.543, seq, False,0,1.989,100.0
82,610902c41730d2e9f777d3bd,1,17.833,13.979, seq, False,0,1.989,100.0
83,66393f7fa489dc788f35845b,1,19.583,17.89, seq, False,0,1.989,100.0
84,6604545f6bedae45cd98210a,1,61.44,42.368, foil, False,0,2.012,83.333
85,650900b6bd15c0358fb77d66,1,27.958,19.147, seq, False,0,1.989,100.0
86,5c71a951d30a7c0001729541,1,17.008,12.026, seq, False,0,1.989,100.0
87,65afe752c7c336dcf6ca0739,1,57.664,42.408, seq, False,0,2.0,91.667
88,6108a7ad8389c7633a4edfc8,1,33.473,15.643, seq, False,0,2.0,91.667
89,5e1508eb18e869b078576e94,1,35.445,19.844, seq, False,0,2.0,91.667
90,5bdf5d0d14b3cd00019d99a3,1,11.575,8.933, seq, False,0,1.989,100.0
91,664788ad8428933f4bd03307,1,41.214,32.643, seq, False,0,2.012,58.333
92,65e033591f7a113b3e710126,1,31.917,30.652, foil, False,0,2.0,50.0
93,5f12749ec1ac141c20bf38ab,1,26.842,14.956, seq, False,0,1.989,100.0
94,664404918c520f0b592be0df,1,24.8,18.903, seq, False,0,1.989,100.0
95,6646499481cfd3610cad3324,1,48.9,37.043, seq, False,0,2.012,25.0
96,6650f5a68ae2bdbdf89d1fc0,1,16.0,16.766, foil, False,0,1.989,100.0
97,661412c46baab549f64e6f6c,1,41.633,12.053, foil, False,0,1.989,100.0
98,630e44de99a2967145ab5ec7,1,71.117,39.089, seq, False,0,1.989,100.0
99,60b2eb47f246e88dfc7df60a,1,25.014,20.173, seq, False,0,2.012,58.333
100,6091448b2ddfafebfc8b83b3,1,16.056,17.131, seq, False,0,2.012,75.0
101,66477ac3eb28c24f9eb87e44,1,22.4,31.425, foil, False,0,1.989,100.0
102,5715699a30185b0008b40009,1,30.2,21.468, foil, False,0,2.012,75.0
103,663fd38539df6ec6f060ef3a,1,19.633,20.823, seq, False,0,2.012,75.0
104,60e2600a329d5ebfcb54b413,1,18.282,12.916, seq, False,0,2.0,91.667
105,6644098276581c21371eec7c,1,24.025,19.033, seq, False,0,1.989,100.0
106,6644313006cdb8a9d84bdff0,1,25.883,12.657, seq, False,0,1.989,100.0
107,60ffc920d214a4c8b242e4f0,1,12.167,10.34, seq, False,0,1.989,100.0
108,665f1ceee21302a3a1bfcaf8,1,15.117,11.638, seq, False,0,1.989,100.0
109,5ffe168936fe8d478cbee469,1,12.467,11.779, seq, False,0,1.989,100.0
110,6109402937910fba8a1dc1cc,1,26.217,33.679, seq, False,0,1.989,100.0
111,590eb4006d77630001d3a28a,1,21.383,11.742, seq, False,0,1.989,100.0
112,66413412d9d93d6b67936792,1,11.65,8.922, seq, False,0,1.989,100.0
113,663fcea972ffe91cdff8c3af,1,16.1,10.134, seq, False,0,1.989,100.0
114,65fcc90aa0ff1d0a9d70cdd8,1,20.64,18.28, seq, False,0,2.012,83.333
115,61741ba984f258d5c6a1303c,1,84.911,35.059, seq, False,0,2.012,75.0
116,653137c3a721fe2112a2f69d,1,46.514,40.871, seq, False,0,2.012,58.333
117,6661340c0e4ea1b1aa325a66,1,47.967,26.599, foil, False,0,1.989,100.0
118,6529a9238b8d20b36e0409f0,1,20.882,13.9, seq, False,0,2.0,91.667
119,663eed3d72f4269ddd149f33,1,30.667,19.771, foil, False,0,1.989,100.0
120,664540a75ff13d4c9e4e772b,1,23.133,16.506, seq, False,0,1.989,100.0
121,666612e684b049e29ce1e32a,1,24.067,11.686, seq, False,0,1.989,100.0
122,5f2de74422e6b814d089f3fa,1,41.925,28.255, seq, False,0,2.012,66.667
123,6648b8441f3c9338dfbbc545,1,92.44,32.594, seq, False,0,2.012,83.333
124,60fcca74f480ae6c4a630564,1,30.856,18.311, seq, False,0,2.023,75.0
125,620bdf2aa922fc3f247f706b,1,20.883,11.007, seq, False,0,1.989,100.0
126,6644ccaf5b872d17ba667944,1,11.264,10.426, seq, False,0,2.0,91.667
127,660239dfee05632e96331abd,1,22.642,15.169, seq, False,0,1.989,100.0
128,662964adfd096d4667bc5b85,1,24.59,19.221, seq, False,0,2.012,83.333
129,666989933490eb7900c9cb3b,1,16.358,14.835, seq, False,0,1.989,100.0
130,6668a8af90b04e621be67530,1,19.158,17.754, seq, False,0,1.989,100.0
131,5f40442792000717762de583,1,16.917,12.188, seq, False,0,1.989,100.0
132,608606a3fe863e64eca952bc,1,31.483,24.864, seq, False,0,1.989,100.0
133,66730785948770b920c13b76,1,18.675,12.481, seq, False,0,1.989,100.0
134,611122ab2e3422c03ae3c6d3,1,15.878,11.497, seq, False,0,2.012,75.0
135,610466e3fb619bdbdf8eb32d,1,29.689,41.37, foil, False,0,2.012,75.0
136,6625b7712f9e02114e112b3b,1,30.867,18.371, foil, False,0,2.023,75.0
137,65bfa2967c731d263eb29732,1,46.28,39.586, seq, False,0,2.012,83.333
138,5e571601a5b2230d6d2cb29e,1,34.087,31.282, seq, False,0,2.012,66.667
139,6108a8dd5da79df13111996a,1,18.76,18.374, seq, False,0,2.012,83.333
140,5d3cbeefbaf11000011eda09,1,14.708,7.558, seq, False,0,1.989,100.0
141,60ff3497dffa67c464bc2368,1,17.458,12.667, seq, False,0,1.989,100.0
142,610b139cad91ac6d2ccd5bf6,1,13.425,10.703, seq, False,0,1.989,100.0
143,6672d7cb47449369dcb67790,1,24.675,16.944, seq, False,0,2.012,66.667
