, subjectID,block, pixl_dist1, pixl_sd1, seqfoil1, rep1, rep_num1, speed1, sspa1
229,66295b48e3ab8db70b60b387,2,85.986,31.505, seq, True,1,1.893,95.0
230,5c819d075497fe0016a64c7e,2,26.388,25.829, foil, False,0,1.77,83.333
231,636598a7a571403968d03bf2,2,47.222,26.568, foil, False,0,2.092,81.667
232,65707e9db593e1e6c2e7b416,2,47.858,20.198, seq, True,1,1.628,95.0
233,61735e55ab7dfe9f9e48cb87,2,15.505,14.235, seq, True,1,1.435,98.333
234,65cbdbc2d854fbc1b6c701e6,2,29.833,23.162, seq, True,1,1.231,100.0
235,662db989de4b2d2e14a91111,2,27.998,23.864, seq, True,1,2.276,85.0
236,5f515135ee76123824f013a0,2,24.93,19.585, seq, True,1,2.467,90.0
237,65c138380d9f69bff3c1598b,2,34.928,30.905, seq, True,1,1.67,95.0
238,664921b8a4c8fcf533571f7a,2,42.559,35.796, seq, True,1,1.48,90.0
239,6564b279c75a09e2e42f9550,2,26.757,24.309, seq, False,0,1.946,88.333
240,62c9024c3181d7800e31a759,2,23.555,15.241, seq, False,0,1.416,100.0
241,6647c4c19f0c2b24d6411dbb,2,47.679,16.653, seq, False,0,1.84,93.333
242,65d3958a8a5c879c9f684b9d,2,32.087,27.193, seq, False,0,1.36,93.333
243,5ec06f59c4ceb1481f225bbd,2,104.276,33.356, seq, False,0,2.009,91.667
244,627b5aecd9b0673d05d2de9c,2,12.215,9.085, seq, True,1,1.231,100.0
245,610453aa4fc6ac47f96ddeea,2,12.036,9.287, seq, True,1,2.676,88.333
246,63e5bbe4aa8fac2e51d4fe5c,2,24.144,19.608, seq, False,0,1.418,91.667
247,5d268981c22768000166c7c7,2,28.566,19.756, foil, False,0,1.282,96.667
248,5be4c8d0d4079000014c0998,2,59.272,22.441, seq, True,1,1.338,95.0
249,62f406ea9d51a0dd13658afd,2,31.158,26.108, seq, True,1,1.301,88.333
250,6646310f95427e27d874414b,2,55.023,28.911, seq, True,1,1.84,95.0
251,663c37d4a162d42f23f11962,2,35.9,15.414, seq, False,0,1.627,100.0
252,662f21f00be51257edfb1ddb,2,43.286,34.504, foil, False,0,1.418,83.333
253,6646c398346d757befa4da92,2,27.809,16.526, seq, True,1,2.604,91.667
254,5e0814cf271305166c3411b2,2,42.171,18.708, foil, False,0,2.239,85.0
255,651061eb308bdedb93bfa665,2,31.232,35.373, seq, True,1,1.271,93.333
256,6643bcb28688adcbd2b753a4,2,32.673,20.5, seq, True,1,2.23,98.333
257,664e490f1e28e1032140987b,2,17.867,14.108, foil, False,0,1.816,95.0
258,664e4f2f3784a7da5171bd87,2,14.46,9.499, seq, True,1,1.776,91.667
259,604b268c129561a99989843b,2,18.953,11.05, seq, True,1,1.338,96.667
260,610902c41730d2e9f777d3bd,2,20.293,13.687, seq, True,1,1.766,95.0
261,66393f7fa489dc788f35845b,2,22.773,20.879, foil, False,0,1.321,100.0
262,6604545f6bedae45cd98210a,2,31.17,26.734, seq, False,0,2.581,88.333
263,650900b6bd15c0358fb77d66,2,39.688,26.25, seq, True,1,1.3,93.333
264,5c71a951d30a7c0001729541,2,22.59,17.518, seq, True,1,1.248,98.333
265,65afe752c7c336dcf6ca0739,2,29.833,25.005, foil, False,0,1.866,91.667
266,6108a7ad8389c7633a4edfc8,2,39.784,17.295, foil, False,0,2.395,93.333
267,5e1508eb18e869b078576e94,2,34.774,31.908, foil, False,0,1.67,95.0
268,5bdf5d0d14b3cd00019d99a3,2,18.438,12.472, foil, False,0,1.231,100.0
269,664788ad8428933f4bd03307,2,29.283,26.901, seq, True,1,1.455,98.333
270,65e033591f7a113b3e710126,2,13.305,12.025, seq, False,0,2.24,98.333
271,5f12749ec1ac141c20bf38ab,2,30.162,25.188, seq, True,1,1.233,96.667
272,664404918c520f0b592be0df,2,35.228,21.864, foil, False,0,1.384,95.0
273,6646499481cfd3610cad3324,2,26.151,22.278, seq, True,1,2.031,95.0
274,6650f5a68ae2bdbdf89d1fc0,2,25.281,17.408, seq, False,0,1.248,98.333
275,661412c46baab549f64e6f6c,2,29.61,20.686, seq, False,0,1.482,81.667
276,630e44de99a2967145ab5ec7,2,28.112,17.406, seq, True,1,1.603,96.667
277,60b2eb47f246e88dfc7df60a,2,26.697,17.295, foil, False,0,2.233,96.667
278,6091448b2ddfafebfc8b83b3,2,26.756,16.932, seq, True,1,1.866,95.0
279,66477ac3eb28c24f9eb87e44,2,29.3,28.905, seq, False,0,1.5,90.0
280,5715699a30185b0008b40009,2,41.402,14.772, seq, False,0,1.848,98.333
281,663fd38539df6ec6f060ef3a,2,22.174,16.344, seq, True,1,1.457,95.0
282,60e2600a329d5ebfcb54b413,2,35.725,20.061, seq, True,1,1.84,98.333
283,6644098276581c21371eec7c,2,14.937,13.112, seq, True,1,1.248,98.333
284,6644313006cdb8a9d84bdff0,2,28.707,10.318, seq, True,1,1.231,100.0
285,60ffc920d214a4c8b242e4f0,2,20.379,23.861, seq, True,1,1.397,96.667
286,665f1ceee21302a3a1bfcaf8,2,31.062,29.065, foil, False,0,1.656,75.0
287,5ffe168936fe8d478cbee469,2,19.38,13.978, foil, False,0,1.38,93.333
288,6109402937910fba8a1dc1cc,2,18.617,15.754, foil, False,0,1.497,98.333
289,590eb4006d77630001d3a28a,2,23.894,17.417, seq, True,1,1.522,90.0
290,66413412d9d93d6b67936792,2,22.153,15.858, seq, True,1,1.322,98.333
291,663fcea972ffe91cdff8c3af,2,14.753,17.827, seq, True,1,1.842,88.333
292,65fcc90aa0ff1d0a9d70cdd8,2,25.147,13.157, seq, True,1,2.392,95.0
293,61741ba984f258d5c6a1303c,2,52.674,26.294, seq, True,1,2.09,96.667
294,653137c3a721fe2112a2f69d,2,18.959,21.972, seq, True,1,1.869,93.333
295,6661340c0e4ea1b1aa325a66,2,73.417,46.777, seq, False,0,2.3,88.333
296,6529a9238b8d20b36e0409f0,2,21.315,14.852, seq, True,1,1.742,100.0
297,663eed3d72f4269ddd149f33,2,41.769,26.853, seq, False,0,2.002,86.667
298,664540a75ff13d4c9e4e772b,2,22.903,13.973, seq, True,1,1.231,100.0
299,666612e684b049e29ce1e32a,2,42.478,19.41, foil, False,0,1.264,98.333
300,5f2de74422e6b814d089f3fa,2,34.837,29.556, seq, True,1,2.004,86.667
301,6648b8441f3c9338dfbbc545,2,37.058,30.734, seq, True,1,1.744,98.333
302,60fcca74f480ae6c4a630564,2,30.742,18.727, seq, True,1,1.981,80.0
303,620bdf2aa922fc3f247f706b,2,24.632,19.712, seq, True,1,1.231,100.0
304,6644ccaf5b872d17ba667944,2,13.058,15.007, seq, True,1,1.766,95.0
305,660239dfee05632e96331abd,2,21.198,11.716, seq, True,1,1.282,98.333
306,662964adfd096d4667bc5b85,2,26.217,26.392, foil, False,0,2.47,88.333
307,666989933490eb7900c9cb3b,2,14.71,13.345, foil, False,0,1.766,98.333
308,6668a8af90b04e621be67530,2,33.52,22.001, seq, True,1,1.233,91.667
309,5f40442792000717762de583,2,20.723,15.418, seq, True,1,1.231,100.0
310,608606a3fe863e64eca952bc,2,50.853,29.442, foil, False,0,1.588,95.0
311,66730785948770b920c13b76,2,17.632,13.681, foil, False,0,1.231,100.0
312,611122ab2e3422c03ae3c6d3,2,35.034,22.221, foil, False,0,1.944,93.333
313,610466e3fb619bdbdf8eb32d,2,43.95,21.641, seq, False,0,2.174,100.0
314,6625b7712f9e02114e112b3b,2,59.331,37.959, seq, False,0,2.361,90.0
315,65bfa2967c731d263eb29732,2,37.468,14.493, seq, True,1,1.92,93.333
